title,description
Turkcell Salla Kazan Ayıbı,“Sorun çözüldü”
Turkcell Süper Box Çalışmıyor,“Turkcell benimle iletişime geçerek faturaya yansıyan vergi oranını düşürdü. Yalnızca 4 günlük kullanım bedelini faturama yansıttı. Teşekkürler.”
"Turkcell Pişmanlıktır, Gold Üyeliğimi Aktif Etmedi!","“Arayan müşteri temsilcisi ayrıntılı bilgi verdi, çok teşekkür ederim”"
Turkcell Hızlı Giriş Mesajı,“Teşekkürler”
Turkcell Paycell Htp Click N Play,“Şikayetim hemen çözülüp kesilen ücret iade edildi. Teşekkür ediyorum.”
Turkcell Haksız Tarife Sorunu!,“İlgililere teşekkürler. Sorunu hızlı bir şekilde çözüme ulaştırdılar.”
Turkcell Gold Üyelik 5 GB Hediye İnternetimi Vermemesi,“Kısa sürede derdime derman olduğunuz için teşekkürler”
Turkcell Tarife Değişikliği Yapmaması. Yazılı Prosedür Değiştirmesi.,“Turkcell'e bağlan hayata :) ). Teşekkürler...”
Turkcell Superbox Müşteri Hizmetleri,“Müşteri temsilimizin ilgisi ve yakınlığı bizi çok memnun etti”
Turkcell 340 TL Paket İçin 781 TL Fatura Gönderdi,"“Müşteri temsilcisi ile yaptığım telefon görüşmesinden kısa bir süre sonra sorun çözüldüğü için, teşekkür ediyorum.”"
Klasik Turkcell Habersiz Paket Yenileme,“Sorunum dün itibariyle çözüldü. Yardımcı olan Aysun Hanım'a çok teşekkür ediyorum.”
Turkcell İnternet Salla Kazan,“Beni arayan müşteri temsilcisi sorunumu çözdü ve bayağı sakin birisiydi bayağı sinirlenmeme rağmen. İşinde kolay gelsin. Teşekkürler...”
Turkcell Yurt Dışında Arama Yapmıyor,“Teşekkür ederim sorunum çözüldü”
Turkcell Paketlerindeki Fahiş Fiyatlar,“Düzeldi teşekkür ederim bir daha olmazsa sevinirim”
Turkcell Tarife Faturası Hakkında Şikayet,“İletişime geçip sorunumu hızlı bir şekilde çözen Merve hanım teşekkür ederim”
"Turkcell Yeni Hat Aktifleştirmede, ""ws Service Exception"" Hatası!",“Geçen hafta 532 numaradan aranarak hat açılma işlemi gerçekleşti. Ayrıca konuyu Twitter'dan da kendilerine iletmiştim ve oradan da kısa sürede yardımcı oldular. Teşekkürler Turkcell ve şikayet var ekibi.”
Turkcell Hattım İs Yerimde Çekmiyor,“Müşteri iletişim merkezinden arayarak sorunumla ilgili gerekli irtibatları kurarak paket tanımlaması yapan Oğuzhan bey'e teşekkür ederim.”
Turkcell'den Aldığımız Yeni Hat Sorunları,“İlgili birimde çalışan arkadaşların ilgisinden dolayı çok teşekkür ederim. Emeklerine sağlık.”
Turkcell Sim Kart Aktivasyon Sıkıntısı,"“Sorunumu birçok temsilci ile görüştüm çözemedim, şikayet vara yazdıktan arayan temsilci nokta atılı ile sıkıntımı çözdü. Teşekkürler”"
Turkcell Paycell Uygulamasında 500 TL'lik Kupon Sorunu Ve İlgisizlik,“Teşekkürler.”
Turkcell Ve Haksız Faturası!,“Müşteri hizmetleri tarafından bizzat aranıp mağduriyet giderilmiştir. Teşekkürler...”
Turkcell Tarifeler Çok Pahalı,“Sorunumu çözdükleri için teşekkür ediyorum.”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,"“Paycell ile alakalı bir sorunmuş, nedenini öğrenmiş oldum. Ücret iade edildi teşekkürler”"
Paycell Neden Kullanılmamalı Turkcell Zararları,“Anında sorun çözüldü çok teşekkür ederim mağduriyetim giderildi.”
Turkcell Haksız Yurt Dışı Kullanım Ücretlendirmesi,“Son aranmam gayet basariliydi arayan temsilci isinde çok iyiydi ve yapiciydi. Teşekkürler”
GNC Turkcell Usulsüz Hat Kullanımı,“Bu kadar uğraştırmak yerine keşke kendiliğinden iptal olsaydı. Buraya yazmak aklıma gelmeseydi her hafta müşteri hizmetlerini arayıp olumsuz sonuçlanacak ve hattımı taşımak zorunda kalacaktım. Giden paralarımıza zaten yazık. Yine de sorun çözüldüğü için teşekkür ederim.”
Turkcell Kaldırılamayan Mesajla Rahatsız Ediyor,“Sorunum çözüldü. Teşekkür ederim”
Turkcell Tyg Avantaj Fiat'ı Olarak Alınan Haksiz Kazanç,"“İlgi, alaka ve hızlı çözüm için Turkcell'e teşekkür ederim.”"
Turkcell Super Box Mağduru,“Teşekkürler”
Muhteşem Turkcell! Çekim Gücü,“Kullanıcı dikkatsizliği konusunda hassasiyetiniz ve yardımlarınız için teşekkür ederim.”
Turkcell Fizy Abonelik Şikayeti Hakkında,“Beni arayan ve son derece kibar bir ifadeyle sorunumu çözen Mehmet Bey'e çok teşekkür ederim.”
Turkcell Superbox Kendi Kendine İnternet Tüketiyor!,“Tarafıma herhangi bir bilgilendirme olmadı ancak internet hızım normal seviyeye döndü ilgilendiğiniz için teşekkür ederim.”
Turkcell Haksız Abonelik Ve İade Talebi,“Para iade edildi teşekkür ederim”
Turkcell Mobil Hat Kampanyaları,“Teşekkürler”
Turkcell 8 GB Bir Anda Çekmesi,“Teşekkür ederim yardımcı olduğunuz için.”
Turkcell Hazır Kart Paket Üyelikleri Dayatması!,“İlgililer Dönüş yapıp ücret iadesini yaptılar sağ olsunlar. Teşekkürler...”
"Vodafone'dan Turkcell'e Geçiş Yaptım, Vodafone'lu Beni Arayamıyor.!",“En yakın zamanda aranılıp sorunumu çözdükleri için çok teşekkürler. Müşteri temsilcisi çok kibar nazik ve sonuç odaklıydı ve sorunumu hemen çözdü çok teşekkürler.”
Turkcell Paket Yenileme Yüksek Fiyat Sorunu,“👍. Teşekkürler...”
Yanlış Faturalar Ve Kayıp GB'lar: Turkcell'in Müşteri Hizmetleri Sorunu,“Sorunum çözüldü. Teşekkürler”
Turkcell Onayım Olmadan Günlük 250 TL Ücretli Yurt Dışı Paketi Eklemiş,“Teşekkürler”
Turkcell Hızlı Giriş Aktivasyon SMS Gelmiyor,“Sorun çözüldü. Teşekkürler”
Turkcell Esım İle Yurt Dışı Cihazımda Bağlantı Sorunu,“Her şey için teşekkürler 🙏🏻”
Turkcell Tarafından Apple Saat Tarifesi Hakkında Yanlış Bilgilendirme,“Teşekkürler paramı bir sonraki faturadan telafi ettiler”
Turkcell Mağduruz Servis Yok Acil,"“Şikayetimi ciddiye alıp, geri dönüş yaptığınız ve durumu düzeltme gayreti gösterdiğiniz için teşekkür ederim.”"
Turkcell Haksız Kazanç Elde Ediyor,“Çözüldü. Teşekkürler...”
Turkcell Tyg Bedeli Bilgim Dışında Ücret Yansıtıyor.,“Yapılan düzeltme için Turkcell'e ve şikayetime aracı olan şikayetvar.com'a teşekkür ederim.”
Turkcell Faturalı Hat Sürprizi Ve Beklenmedik Ücretler,“Bilgilendirme için teşekkürler”
Turkcell Onayım Dışı Lifebox Üyelik,“İzin vermediğim halde otomatik olarak iznin açıldığı kabul edildi ve hata giderildi.teşekkürler”
Turkcell Hat Geçişinde Kayseri Forum Turkcell Bayisinin Hatası.,“Teşekkür ederim. Gayet hızlı bir şekilde geri dönüş sağlandı ve sorunum çözüldü.”
Turkcell Paket İşlemleri Şikayeti,“Ücret iadesini yaptığınız için teşekkür ederiz”
Turkcell Haksız Kazanç Sağlıyor,"“Turkcell'e müşteri odaklı düşünüp kısa sürede sorunu çözdüğü için teşekkür ederim.
Özellikle müşteri temsilcisi bayanın ilgi ve nezaketine ayrıca teşekkürler”"
Turkcell Tarafından Htp Click N Play Adlı Ücret Faturama Yansıtıldı.,"“Hızlıca çözülmesi güzel oldu, teşekkür ederim.”"
Turkcell Yeni Hat Aldım Ama Şebekem Hala Gelmedi,“Hızlı bir şekilde dönüş yaparak mağduriyetimi giderdiler. Mehtap hanıma müşteri ve çözüm odaklı yaklaşımından dolayı çok teşekkür ederim”
Turkcell Kullanımsız Paket Aşımı,"“Öncelikle müşteri temsilcisi hanım efendiye çok teşekkür ederim. Konuşmamız boyunca gayetde güzel bir şekilde ilgilendi, nasıl olduğumu bile sordu. Tahmini birkaç yıl önce nasılsın diye sorulmuştu bana. Şikayetime gelirsek, bağlantım sıfırlandı gerçekten de artış sağlandı fakat evime girdiğimde düşüş oldu 2mb gibi bir değer e anladım ki sorun benim evimde bu süreçte benimle ilgilenen Turkcell e ve tahmini 10 dakika önce konuştuğum hanım efendiye teşekkürlerimi iletiyorum...”"
Turkcell Faturam İtiraz Ettim Ve Kontrat Talep Ettim 64. Gün Aranmadım,“Öncelikle Teşekkürüm Şikayetvar ailesine... Turkcell firması beni aradı ve problemimi çözdü onlara da kısa sürede dönüt sağladıkları İçin teşekkür ediyorum”
Turkcell'in Türkiye Sınırları İçerisinde Yurt Dışı Ücret Yansıtması,“Söz konusu yersiz ücretlerin silindiği bildirildi. Müşteri hizmetlerinden Fatma hanım başta olmak üzere şikayetimi hızla değerlendiren ve müşteri lehine sonuç üreten Turkcell yetkililerine teşekkür ediyorum.”
Turkcell Yurt Dışında Arama Yapmıyor,“Şebeke geldi teşekkür ederim”
Turkcell Veri İşleme İzni,“Teşekkürler”
Turkcell Hediye Youtube Premium İptal Edildi Ama Ek Ücret Yansıtıldı,“Turkcell e ilgi ve alakası için teşekkür ederim”
Turkcell Superbox Sorun Ekibi,“İlginiz alakanız için çok teşekkür ederim ☺️ Bekir bey çok yardımcı oldu sorunum çözüldü 👍🏻”
Turkcell Tarife Değişikliği Sıkıntısı,“İlgili ve çözüm odaklı davrandığı için müşteri temsilcisine çok teşekkür ederim”
Turkcell Fahiş Fiyatlı Tarifeler,“Teşekkürler”
Turkcell'in Sürekli Gelen Sesli Mesaj Ve SMS Rahatsızlığı,“Sorun düzeldi mahallece rahatladık. Teşekkürler...”
Turkcell Hat Kullanıyorsanız Faturanızı Sürekli Takip Edin,“Problemi en kısa sürede çözüldü ilginiz için çok teşekkür ederim”
Turkcell Haksız Yere Talep Edilen Tyg Ücreti,“Hızlı çözüm teşekkür ediyorum”
"Turkcell Sistem Saçmalığı, Dakikam Olduğu Halde Arama Yapamıyorum...",“Turkcell'den aranarak sorunum çözüldü. Müşteri temsilcisine ayrıca teşekkür ediyorum.”
Turkcell'de Yeni Hat Aktivasyon Sorunları Ve Yetersiz Müşteri Hizmeti,“Şube müdürü tarafından aranılıp kendisinin takibinde olduğunu belirtti geri dönüş için teşekkür ederim”
Turkcell Yurtiçinde Yurt Dışı Tarifesinden Fatura Uygulama,“Turkcell'e ve müşteri temsilcisi Bekir Beye anlayışlarından dolayı teşekkürler”
Turkcell Cellular Destek Sorunu,“İlgi ve süreci takip ettiğiniz içi teşekkür ediyorum”
Turkcell Sim Kart Arızası,“Müşteri hizmetleri ilgi ve alakalıydı talebimiz yerine geldi.🙋. Teşekkürler...”
Turkcell Fazladan Ücret Yansıtması,“Teşekkür ederim”
Turkcell Akıllım Güvende Ödeme,“Sorunum çok kısa sürede düzeldi. Teşekkürler. Hızlı dönüş yapıldı.”
Turkcell Benim İznim Olmadan Hattımı Vodafone'a Taşıdılar,“Şikayetim en kısa sürede çözüldü. Turkcell e çok teşekkürler. Görüştüğüm iletişim danışmanına da ekstra teşekkürler.”
Turkcell İnterneti Aşırı Yavaş,“Fatura kullanım hakları bittiğinde onay alınmadan paketler tanımlanmamalı. Ücret iadesinin hızlı bir şekilde yapılması ve muhatap bulunması sevindirici.teşekkürler”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“Teşekkürler”
Turkcell Fahiş Fiyatlı Tarifeler,“Sorun çözüldü teşekkürler”
Turkcell Hattının Eski Sahibinin Hayatını Paylaşmak,“Hızlı desteğiniz için çok teşekkürler.”
Güvenilirlik Bir Markanın Yüzü Olmalı Turkcell,“Sorun çözüldü çok teşekkür ederim”
Turkcell Ankara Çankaya'daki Cihazlı Abonelik Satışı Şikayeti,“Sorunum Turkcell tarafından hızlıca çözüldü. Teşekkür ederim.”
Turkcell Yanlış Tarife Tercihi Düzeltilememesi,“Güncel fatura şu an için doğru gözüküyor. Umarım son hali de böyle olur.teşekkürler ”
Turkcell Midilli Adasında İnternet Sağlayamıyor.,“Sorun çözüldü”
Turkcell'in Hattımı GPS Mi Kapatması Ve Çözüm Olmaması,“İlginiz için Teşekkürler”
Turkcell Superbox Hizmet Kesintisi Ve Müşteri Memnuniyetsizliği,“Kısa sürede çözüm sundular Turkcell teşekkür ederim”
Turkcell Hat Açma Kapama Ücreti Saçmalığı.,“Teşekkürler Turkcell”
Turkcell Sürekli İnternet Aşımı,“Teşekkürler Turkcell'ciğim. Sorunu siz çözdünüz. Çünkü HD Ses aboneliğimi kapattığınız için 3 ay çözüm aradık. Ama Apple kaynaklı yazmışsınız. Halbuki 2200'a hdses yazarak gönderince sorun çözüldü. Artık iMessage ve FaceTime kullanabiliyorum.”
Turkcell Kurumsal Şikayeti,“Teşekkürler”
Turkcell Tarife Bitmesi Ve Yeni Fahiş Zam,“Müşteri hizmetlerinden Erdi bey aradı sağ olsun kalan tutarı iade edeceğiz diye sorunum çözüldü teşekkürler.”
Vodafone'dan Turkcell'e Hat Taşıma İşlemi Sorunu,“Geç oldu ama çözüldü. Müşteri temsilcisine yaklaşımından dolayı teşekkür ederim.”
Turkcell Hat Taahhüt Kampanya Sorunu,“:) ) ) ). Teşekkürler...”
Turkcell Gökçeada Da Yurt Dışı Tarifesine Alması,“En son beni arayan Turkcell çalışanına hızlı ve yapıcı çözümü için teşekkür ederim.”
Turkcell Hat Devir Yapamaması,“Sorun çözüldü”
Turkcell Mahmutbey Tekşen İletişim Çalışanların Sorumsuzluğu,“Mağduriyetimi çözdüğünüz için teşekkürler”
Turkcell E-sim Sorunu / Aktivasyon Ve Transfer Sorunu,“Müşteri hizmetleri aradı sorunum çözüldü teşekkürler”
Turkcell Şebeke Ve Mobil Veri Sorunu,“Hızlı geri dönüş için teşekkürler.”
Turkcell Hat Kapatma Sorunu & Farklı Bilgi Aktarımı?,"“Turkcell yine Müşterisine sahip çıktı ve dolandırıcı firmalara papuç bırakmadı, müşterisini koruyan şirket daima kazanır. Teşekkürler...”"
Turkcell Superbox Nedeniyle Financell Kredi Gecikmesi,"“Dün aradım, bugün çözüldü. Teşekkürler Turkcell. ❤️”"
Turkcell Fatura Habersiz Üyelik,“Hızlı çözüm için teşekkür ederim.”
Turkcell Telefon Hattı Numarası İadesi,“Çık teşekkür ederim”
Turkcell'in Bana Uyguladığı Çileden Çıkarma Tarifesi!,“Teşekkür ederim”
Turkcell Şaşırtmadı Fazladan Ücret Yansıtma,“İlgi ve alakanız için çok teşekkür ederim...”
Turkcell Superbox İptal Sonrası Fatura Yansıtıldı,“Çözüm ve destekleriniz için teşekkürler”
Turkcell Numara Taşıma Sim Kart Engellendi Sorunu,“Söyledikleri gibi sorunu çözmüşlerse teşekkür ederim.”
Fahiş Fiyatlı Turkcell Faturası ve Habersiz TV+Premium Üyeliği,“Teşekkürler tekrar”
Turkcell Şebeke Sorunu - Yüzüne Tel Kapatılması,“Teşekkür ederim”
Turkcell Garantiye Ürün Gönderimi,“Kısa sure de çözüldü teşekkürler”
Turkcell Yanlış Bilgilendirme Ve Yaratılan Maddi Zarar,“Dönüş ve sorunun çözümü konusunda desteklerniz için teşekkür ederim”
Turkcell Taahhüt Verilene Kadar Her Şey Mükemmel Taahhüt Alındımı Resmen Soy Gn,“Problemim çözüldü. Teşekkürler...”
Turkcell Statik IP Hizmeti Sağlanamayan İnternet İçin Haksız Cayma Bedeli Talebi,“Teşekkürler”
Turkcell Esım İle Yurt Dışı Cihazımda Bağlantı Sorunu,“Teşekkürler”
Turkcell Superbox Hat Kesilmesi Ve Servis Hizmetsizliği!,“Teşekkürler”
Turkcell Yardım Talep Ediyorum,“Teşekkür ederim yardımınız için”
Turkcell Aşım Paketi İptal Edeceğim Diyerek Fazla Ürün Satıyor,“Mağaza müdür yardımcısı iletişime geçerek esim kare kodu verdi. Teşekkürler...”
Turkcell Risk Raporunda Borçlu Gösteriyor Güncelleme Yapmadı,“Çözüm için teşekkür ederim.”
Turkcell Sahte Numaralar İnsanları İnandırmaya Çalışıyor,“Sayın Turkcell yetkilileri çok teşekkür ederim htp Play uygulamasının para kesintisini iade ettiniz Turkcell'e devam 👏”
Turkcell Avrupa Gezgini Paketiyle Hayal Kırıklığı: Kosova Ve Montenegro Sürprizi,“Thnx”
Turkcell Superbox Sorun Ekibi,“Teşekkürler”
Turkcell WhatsApp Engel Yedim,“İlginize özellikle iletişime geçen temsilcinin nazik kibar davranışlarından dolayı teşekkür ederim”
Turkcell TÖHAŞ Adı Altında Haksiz Kazanç Sağlıyor,“Şikayete konu olan sorunum kısa sürede giderildiği için teşekkür ederim.”
Turkcell İşini Yapmıyor. Surunu Başkasına Atıyor,“Teşekkürler sorunum çözüldü”
Turkcell Eski Kullanıcılara Fahiş Fiyatlar,“Detaylı bilgilendirme için teşekkürler”
Turkcell Htp Click N Play Masrafı,“Teşekkür ederim”
Turkcell Yurt Dışı Kullanımında Haksız Kazanç Sağlanması Hk.,“Sorunu düzelttiğiniz için teşekkür ederim.”
Turkcell E-sim Aktifleşmiyor. Servis Yok Hatası,“Çözüldü. Teşekkürler ”
Turkcell İzinsiz Ücretlendirme Ve Bilgilendirme Eksikliği,“Dönüş sağlanıp para iadesi yapıldığından teşekkür ederim.”
Turkcell İzin Almadan İşlem Yapıyor,“Şikayetim çözüldü. İlgilenen sorumluya teşekkür ederim.”
Pişman Ettiren Turkcell! Çalışanların İlgisizliği Ve Aymazlığı,“Problem çok kısa sure içinde çözüldü. Yıllardı Turkcell kullanıyorum ve değiştirmeyi düşünmüyorum. Teşekkürler...”
Turkcell Paycell Banka Kartımdan 960 TL Çekti,“Sorunumu çözmek için benimle iletişime geçen müşteri temsilcisine teşekkür ederim. Sorunum çözüldü. Fakat sorunum şikayetim var com a yazmadan çözülsün isterdim. Yaklaşık 15 yıldır aynı hattı kullanıyorum. Teşekkürler”
Turkcell Haksız Fazla Alınan Fatura,“Teşekkür ederim”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Teşekkürler”
Turkcell Superonline Hizmet Kesintisi Ve Yetersiz Müşteri Desteği,“Şikayetime yönelik olarak kısa sürede tarafıma bilgi verildi ve bahse konu çözüme kavuştu ilginize teşekkür ederim.”
Turkcell asılsız Satış Ve Akabinde Hukuk Bürosunun Yalan Söylemesi,“Yapılan para iadesi için teşekkür ederim”
Turkcell Borcumu Ödediğim Halde Borçlu Gözüküyorum,“Teşekkürler”
Turkcell Kullanmadığım Halde İnternetim Bitiyor,“200₺ lik bir ücret iadesi yaparak yaşadığım problemi çözme konusunda yardımcı olduğunuz için teşekkür ediyorum.”
Turkcell Fazladan Ücret Yansıtması,“Teşekkürler”
